0.000000e+000	-1.137196e-002	0.000000e+000
1.000000e+000	-4.141212e-004	8.231181e-005
2.000000e+000	-7.671322e-005	-3.810892e-006
3.000000e+000	-6.108091e-005	-4.526516e-006
4.000000e+000	-2.133300e-005	-9.431772e-006
5.000000e+000	-6.208701e-006	-7.571627e-006
6.000000e+000	-5.847590e-006	-1.056675e-006
7.000000e+000	-7.684571e-006	-1.509156e-006
8.000000e+000	-3.865238e-006	6.003345e-007
9.000000e+000	-3.313726e-006	-2.620134e-007
1.000000e+001	-2.533338e-006	2.436756e-007
1.100000e+001	-2.239408e-006	1.715740e-007
1.200000e+001	-1.476998e-006	4.357565e-007
1.300000e+001	-1.680516e-006	2.677770e-007
1.400000e+001	-1.424401e-006	-1.644784e-007
1.500000e+001	-1.078736e-006	5.669520e-008
1.600000e+001	-9.248919e-007	1.498415e-007
1.700000e+001	-8.752338e-007	1.087723e-007
1.800000e+001	-6.504761e-007	2.700561e-007
1.900000e+001	-6.226610e-007	6.857699e-008
2.000000e+001	-4.629152e-007	8.795460e-008
2.100000e+001	-6.484709e-007	1.814195e-007
2.200000e+001	-3.820655e-007	1.794698e-007
2.300000e+001	-3.894270e-007	1.509489e-007
2.400000e+001	-3.545322e-007	3.575998e-008
2.500000e+001	-3.698957e-007	1.653223e-007
2.600000e+001	-2.694656e-007	5.279266e-008
2.700000e+001	-3.244340e-007	9.495185e-008
2.800000e+001	-2.099177e-007	4.652161e-008
2.900000e+001	-2.082129e-007	8.830247e-008
3.000000e+001	-2.253266e-007	1.283506e-007
3.100000e+001	-1.891442e-007	8.400100e-008
3.200000e+001	-1.963453e-007	1.070175e-007
3.300000e+001	-1.928279e-007	1.047501e-007
3.400000e+001	-1.445805e-007	7.642568e-008
3.500000e+001	-1.193523e-007	9.862187e-008
3.600000e+001	-1.451304e-007	6.879150e-008
3.700000e+001	-9.022957e-008	8.643373e-008
3.800000e+001	-9.232878e-008	5.146518e-008
3.900000e+001	-1.310932e-007	5.017992e-008
4.000000e+001	-8.787831e-008	5.868240e-008
4.100000e+001	-9.325162e-008	6.540790e-008
4.200000e+001	-8.856696e-008	5.914294e-008
4.300000e+001	-6.183325e-008	3.461211e-008
4.400000e+001	-7.913472e-008	5.183540e-008
4.500000e+001	-6.594345e-008	4.406759e-008
4.600000e+001	-5.483361e-008	3.984626e-008
4.700000e+001	-4.838118e-008	5.375134e-008
4.800000e+001	-3.984519e-008	3.219438e-008
4.900000e+001	-3.774944e-008	4.057805e-008
5.000000e+001	-4.655068e-008	3.866604e-008
5.100000e+001	-3.792236e-008	3.308661e-008
5.200000e+001	-2.773739e-008	3.442932e-008
5.300000e+001	-2.837960e-008	3.280527e-008
5.400000e+001	-1.691726e-008	3.539168e-008
5.500000e+001	-2.662245e-008	4.315236e-008
5.600000e+001	-3.632326e-008	3.163533e-008
5.700000e+001	-1.409886e-008	1.862174e-008
5.800000e+001	-1.657568e-008	2.850461e-008
